1.738051799144631624e+09 9.000000000000000000e+00 -1.200000000000000000e+01 2.300000000000000000e+01 -2.000000000000000000e+00 -1.300000000000000000e+01 1.000000000000000000e+00 -1.000000000000000000e+00 7.000000000000000000e+00
1.738051799144631624e+09 2.000000000000000000e+00 -8.000000000000000000e+00 -8.000000000000000000e+00 7.000000000000000000e+00 2.200000000000000000e+01 0.000000000000000000e+00 1.200000000000000000e+01 3.500000000000000000e+01
1.738051799144631624e+09 1.900000000000000000e+01 -2.000000000000000000e+00 -5.600000000000000000e+01 -3.000000000000000000e+00 -6.000000000000000000e+00 6.000000000000000000e+00 -1.000000000000000000e+00 3.000000000000000000e+00
1.738051799144631624e+09 -7.000000000000000000e+00 -1.000000000000000000e+00 -1.900000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00 1.000000000000000000e+01
1.738051799144631624e+09 2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -1.200000000000000000e+01 -2.000000000000000000e+00 -2.000000000000000000e+00 -4.700000000000000000e+01
1.738051799144631624e+09 -2.200000000000000000e+01 -5.000000000000000000e+00 -9.000000000000000000e+00 -5.000000000000000000e+00 -1.600000000000000000e+01 -1.000000000000000000e+01 -1.600000000000000000e+01 1.200000000000000000e+01
1.738051799144631624e+09 -3.200000000000000000e+01 -2.900000000000000000e+01 1.000000000000000000e+01 7.000000000000000000e+00 3.700000000000000000e+01 1.200000000000000000e+01 1.400000000000000000e+01 -8.000000000000000000e+00
1.738051799144631624e+09 8.000000000000000000e+00 -4.000000000000000000e+00 -8.000000000000000000e+00 5.000000000000000000e+00 -2.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+01 1.600000000000000000e+01
1.738051799144631624e+09 -8.900000000000000000e+01 -3.600000000000000000e+01 1.600000000000000000e+01 -2.000000000000000000e+00 3.000000000000000000e+00 -7.000000000000000000e+00 -6.000000000000000000e+00 -3.500000000000000000e+01
1.738051799144631624e+09 1.000000000000000000e+00 2.400000000000000000e+01 2.000000000000000000e+00 -2.000000000000000000e+00 4.000000000000000000e+00 1.200000000000000000e+01 -2.000000000000000000e+00 -2.200000000000000000e+01
1.738051799144631624e+09 -1.500000000000000000e+01 8.000000000000000000e+00 -5.000000000000000000e+00 -1.100000000000000000e+01 1.000000000000000000e+00 7.000000000000000000e+00 4.000000000000000000e+00 1.800000000000000000e+01
1.738051799144631624e+09 1.500000000000000000e+01 -5.000000000000000000e+00 2.000000000000000000e+00 -4.000000000000000000e+00 1.700000000000000000e+01 -1.300000000000000000e+01 5.000000000000000000e+00 1.700000000000000000e+01
1.738051799144631624e+09 8.000000000000000000e+00 7.000000000000000000e+00 -1.500000000000000000e+01 7.000000000000000000e+00 -2.600000000000000000e+01 3.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00
1.738051799144631624e+09 -3.000000000000000000e+00 -1.600000000000000000e+01 -7.000000000000000000e+00 4.000000000000000000e+00 2.500000000000000000e+01 3.000000000000000000e+00 0.000000000000000000e+00 -5.000000000000000000e+00
1.738051799144631624e+09 -1.100000000000000000e+01 -6.000000000000000000e+00 1.100000000000000000e+01 -5.000000000000000000e+00 1.400000000000000000e+01 -8.000000000000000000e+00 3.000000000000000000e+00 -9.000000000000000000e+00
1.738051799144631624e+09 8.000000000000000000e+00 3.000000000000000000e+00 -7.000000000000000000e+00 -8.000000000000000000e+00 -6.500000000000000000e+01 -1.300000000000000000e+01 -6.000000000000000000e+00 5.000000000000000000e+00
1.738051799144631624e+09 -5.000000000000000000e+00 -3.000000000000000000e+00 8.000000000000000000e+00 6.000000000000000000e+00 4.000000000000000000e+01 1.000000000000000000e+01 4.000000000000000000e+00 -1.000000000000000000e+00
1.738051799144631624e+09 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+00 3.400000000000000000e+01 7.000000000000000000e+00 -1.000000000000000000e+00 -3.000000000000000000e+00
1.738051799144631624e+09 8.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -9.000000000000000000e+00 -1.120000000000000000e+02 -2.300000000000000000e+01 -1.500000000000000000e+01 1.000000000000000000e+00
1.738051799144631624e+09 -8.000000000000000000e+00 -3.000000000000000000e+00 3.000000000000000000e+00 8.000000000000000000e+00 1.270000000000000000e+02 2.900000000000000000e+01 -3.000000000000000000e+00 -4.000000000000000000e+00
1.738051799144631624e+09 -4.000000000000000000e+00 -1.000000000000000000e+00 7.000000000000000000e+00 3.000000000000000000e+00 4.400000000000000000e+01 1.300000000000000000e+01 -7.000000000000000000e+00 -3.000000000000000000e+00
1.738051799144631624e+09 -5.000000000000000000e+00 -3.000000000000000000e+00 1.100000000000000000e+01 -1.200000000000000000e+01 -1.250000000000000000e+02 -2.800000000000000000e+01 -6.000000000000000000e+00 -2.000000000000000000e+00
1.738051799144631624e+09 1.000000000000000000e+00 2.000000000000000000e+00 -1.800000000000000000e+01 4.000000000000000000e+00 2.600000000000000000e+01 1.100000000000000000e+01 -2.000000000000000000e+00 -2.000000000000000000e+00
1.738051799144631624e+09 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.200000000000000000e+01 -4.400000000000000000e+01 -1.500000000000000000e+01 -2.000000000000000000e+00 -4.000000000000000000e+00
1.738051799144631624e+09 -7.000000000000000000e+00 -4.000000000000000000e+00 -1.000000000000000000e+01 -2.000000000000000000e+00 -7.300000000000000000e+01 -1.900000000000000000e+01 6.000000000000000000e+00 -3.000000000000000000e+00
1.738051799144631624e+09 3.000000000000000000e+00 5.000000000000000000e+00 -5.000000000000000000e+00 6.000000000000000000e+00 3.300000000000000000e+01 2.000000000000000000e+00 -1.000000000000000000e+00 6.000000000000000000e+00
1.738051799144631624e+09 -6.000000000000000000e+00 -3.000000000000000000e+00 -3.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+01 1.300000000000000000e+01 3.000000000000000000e+00 4.000000000000000000e+00
1.738051799144631624e+09 -4.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 -3.000000000000000000e+00 -6.600000000000000000e+01 -7.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.738051799144631624e+09 6.000000000000000000e+00 -5.000000000000000000e+00 -1.800000000000000000e+01 1.200000000000000000e+01 7.600000000000000000e+01 -8.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00
1.738051799144631624e+09 -7.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 -2.500000000000000000e+01 -5.600000000000000000e+01 -1.400000000000000000e+01 -7.000000000000000000e+00 -6.000000000000000000e+00
1.738051799144631624e+09 -2.000000000000000000e+00 -1.000000000000000000e+00 4.000000000000000000e+00 4.000000000000000000e+00 -4.500000000000000000e+01 -1.000000000000000000e+00 -2.000000000000000000e+00 -6.000000000000000000e+00
1.738051799144631624e+09 -1.000000000000000000e+00 -3.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 -3.500000000000000000e+01 4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
